,id,smiles,value_type,value,units
3376,CHEMBL3092898,Cc1nc(N2CCN(C)CC2)c2nc(-c3ccccc3Cl)n([C@H]3CCOC3)c2n1,EC50,22.8,nM
3377,CHEMBL3945954,CC(CF)Oc1cc(C(=O)NC2(CC(N)=O)CS(=O)(=O)C2)ncc1C1CC1,EC50,1.9,nM
3382,CHEMBL2326307,CCN(CC)c1ccc(CN([C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)S(=O)(=O)c2ccc(F)cc2)cc1,Ki,25.0,nM
3387,CHEMBL2205619,O=C(Nc1sc2c(c1C(=O)NCC1CC1)CCOC2)c1c(F)cccc1C(F)(F)F,EC50,11.0,nM
3399,CHEMBL460544,COc1cc(C(O)c2ccccc2)cc(OC)c1-c1cc(Cl)cc(Cl)c1,Ki,1.66,nM
3400,CHEMBL1076685,COc1cc(C(O)c2cccs2)cc(OC)c1-c1cc(Cl)cc(Cl)c1,Ki,0.27,nM
3401,CHEMBL3959623,CC(C)(c1cc(O)c(-c2cc(Cl)cc(Cl)c2)c(O)c1)c1cccs1,Ki,5.69,nM
3409,CHEMBL2010898,CCCNC(=O)c1c(NC(=O)C23CC4CC(CC2C4)C3)sc2c1CCOC2,IC50,1.95,nM
3425,CHEMBL4102348,CC1=CC[C@@H]2[C@@H](C1)c1c(O)cc(C(C)(C)C(=O)OCCCBr)cc1OC2(C)C,Ki,0.7,nM
3432,CHEMBL3669065,COc1nc(NCCc2ccc(F)cc2)nc(-c2cccc([N+](=O)[O-])c2)n1,IC50,29.0,nM
3433,CHEMBL3669069,COc1nc(NCCc2ccc(F)cc2)nc(-c2ccc3c(c2)OCCO3)n1,IC50,14.0,nM
3434,CHEMBL3669116,COc1nc(NCCc2ccc(F)cc2)nc(-c2ccc(Cl)c(OCC(N)=O)c2)n1,IC50,1.0,nM
3435,CHEMBL250767,COc1ccc2c(=O)c(C(=O)NC3CCCCC3)cn(Cc3ccccc3)c2c1,Ki,79.0,nM
3436,CHEMBL267227,CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1CC=C(C)C[C@@H]21,Ki,39.3,nM
3440,CHEMBL2087099,CCCCCn1cc(C(=O)C(=O)NC23CC4CC(CC(C4)C2)C3)c2cc(-c3ccco3)ccc21,Ki,0.37,nM
3442,CHEMBL4112489,CNC(=O)[C@@H](NC(=O)c1cccc(-c2ccccc2)n1)C(C)(C)C,EC50,13.2,nM
3443,CHEMBL3972519,CNC(=O)[C@H](CC(C)(C)C)NC(=O)c1ccc(N2CC(F)(F)C2)c(OCC2CC2)n1,EC50,2.5,nM
3444,CHEMBL3899730,CNC(=O)[C@H](CC(C)C)NC(=O)c1cccc(-c2ccc(F)c(Cl)c2)n1,EC50,13.4,nM
3446,CHEMBL4282822,CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1C=C[C@@](C)(O)C[C@@H]21,IC50,19.0,nM
3461,CHEMBL4788749,CCCCCn1nc(C(=O)NC(C)(C)CO)cc1-c1ccc(F)cc1F,IC50,87.1,nM
3463,CHEMBL426912,CCCCCCC/C=C/C=C/C(=O)NCC(C)C,Ki,60.0,nM
3472,CHEMBL4472094,CCCCCn1cc(C(=O)N[C@H](C(N)=O)C(C)C)c2cccnc21,EC50,58.0,nM
3489,CHEMBL4643098,CCCCCCC(C)(C)c1cc(OC)cc(OCCCCCCCCCCC(=O)NC2CC2)c1,Ki,26.1,nM
3490,CHEMBL2112647,CC(C)(C)CCCCCc1ccc2c(c1)OC(C)(C)[C@@H]1CC=C(CO)C[C@@H]21,Ki,0.032,nM
3497,CHEMBL512591,CC(C)(C(=O)Nc1cnc2ccccc2c1)S(=O)(=O)c1ccc(C(F)(F)F)cc1,EC50,8.0,nM
3498,CHEMBL4640659,CCCCn1c(=O)c(C(=O)NC23CC4CC(CC(C4)C2)C3)c(O)c2nn(C)cc21,Ki,2.5,nM
3499,CHEMBL496369,CCCCCN1C(=O)/C(=N\NC(=O)CC2CCCCC2)c2ccc(OC)cc21,EC50,43.0,nM
3500,CHEMBL4637806,CCCCCCc1ccc(OCCCCCCCCCCC(=O)NCC2CC2)cc1OC,Kb,30.61,nM
3501,CHEMBL497183,CCCCCCN1C(=O)/C(=N\NC(=O)c2ccccc2)c2ccc(OC)cc21,Ki,89.9,nM
3502,CHEMBL1215944,CCCCCn1cc(C(=O)NC23CC4CC(CC(C4)C2)C3)c(=O)c2cc(I)ccc21,Ki,20.6,nM
3503,CHEMBL1215942,CCCCCn1cc(C(=O)NC23CC4CC(CC(C4)C2)C3)c(=O)c2cc(-c3ccco3)ccc21,Ki,0.7,nM
3504,CHEMBL1215919,CCCCCn1cc(C(=O)NC23CC4CC(CC(C4)C2)C3)c(=O)c2cc(C3=CCCCC3)ccc21,Ki,8.3,nM
3505,CHEMBL385508,Cc1ccc2c(=O)c(C(=O)NC3CCCC3)cn(CCN3CCOCC3)c2n1,Ki,50.0,nM
3506,CHEMBL1668504,Cc1nc(C(=O)Nc2ccccc2C(F)(F)F)c(C)n1-c1ccccc1,Ki,3.5,nM
3507,CHEMBL252949,CC1=CC[C@@H]2[C@@H](C1)c1c(O)cc(C(C)(C)C3CCCCCC3)cc1OC2(C)C,Ki,0.22,nM
3510,CHEMBL3933315,Cc1nc(C(C)(NC(=O)c2cc(OCC(F)(F)F)c(C3(F)COC3)cn2)C2CC2)no1,EC50,0.6,nM
3514,CHEMBL3943882,Cc1nc(C(C)(CC2CC2)NC(=O)c2cc(OCC(F)F)c(C3CC3)cn2)no1,EC50,3.4,nM
3515,CHEMBL597083,O=C(NC12CC3CC(CC(C3)C1)C2)c1nc(Cl)n(-c2ccccc2)c1Cl,EC50,79.43,nM
3517,CHEMBL4079140,O=C(NC12CC3CC(CC(C3)C1)C2)c1cc2ccccc2n1CCCCCO,EC50,100.0,nM
3532,CHEMBL4089308,CCCCCn1c(=O)n(CC(=O)NC(C)(C)C)c(=O)c2c(C)cccc21,EC50,13.99,nM
3535,CHEMBL3323682,C=CCNC(=O)CCCCCCCOc1cc(O)cc(C(C)(C)CCCCCC)c1,EC50,44.7,nM
3552,CHEMBL3686315,CC(C)(C)c1cn(C[C@H]2CCCO2)/c(=N/C(=O)c2cc(C(F)(F)F)ccc2OCc2ccn[nH]2)s1,Ki,11.0,nM
3561,CHEMBL3686298,CC(C)(C)c1cn(C[C@@H]2CCCO2)/c(=N/C(=O)c2cc(C(F)(F)F)ccc2OC[C@H](N)CO)s1,Ki,7.4,nM
3567,CHEMBL108868,CCCCCCC1(c2cc(O)c3c(c2)OC(C)(C)[C@@H]2CC=C(C)C[C@@H]32)CCCC1,Ki,1.905,nM
3568,CHEMBL3650082,Cn1c(C(C)(C)C)c/c(=N/C(=O)c2cc(C(F)(F)F)ccc2ONC(C)(C)C)n1C[C@H]1CCCO1,Ki,24.0,nM
3569,CHEMBL3650084,CCCCn1nc(C2(C)CC2)s/c1=N\C(=O)c1cc(C(F)(F)F)ccc1ONC(C)(C)C,Ki,16.0,nM
3570,CHEMBL3650095,Cn1c(C(C)(C)C)c/c(=N/C(=O)c2cc(C(F)(F)F)ccc2ONC(C)(C)C)n1CCC(F)(F)F,Ki,68.0,nM
3571,CHEMBL3650120,CCCCn1nc(C(C)(C)C)s/c1=N\C(=O)c1cc(C(F)(F)F)ccc1NNc1ccccn1,Ki,32.0,nM
3572,CHEMBL3650138,CCCCn1nc(C(C)(C)C)s/c1=N\C(=O)c1cc(C(F)(F)F)ccc1NNCc1ccccc1,Ki,43.0,nM
3573,CHEMBL3964264,O=S(=O)(NCC1CCOCC1)c1ccc(NC2CC3CCC2C3)cc1C(F)(F)F,IC50,64.5,nM
3576,CHEMBL3347370,COc1cccc2c(C(=O)N3C[C@@H](C)N(C)[C@@H](C)C3)cn(CC3CCCCC3)c12,Ki,0.7943,nM
3578,CHEMBL4175177,COc1ccc(-c2cn(Cc3ccc(F)cc3)c(=O)c(C(=O)NC3CCCCCC3)c2C)cc1,Ki,7.9,nM
3593,CHEMBL1822930,CCCCOc1c(OC)ccc2cc(C(=O)NCCc3ccc(F)cc3)c(=O)[nH]c12,Ki,2.4,nM
3599,CHEMBL527031,COc1cccc2c3c(=O)n([C@@H]4C(C)(C)[C@@H]5CC[C@@]4(C)C5)ccc3n(CCN3CCOCC3)c12,Ki,1.0,nM
3600,CHEMBL240313,C[C@H](CO)NC(=O)CCC/C=C\C/C=C\CCOc1cccc(C(C)(C)CCCCO)c1,Ki,10.9,nM
3601,CHEMBL499324,CCn1c2ccccc2c2cc(NC(=O)CCc3nc(-c4ccc(F)cc4C#N)no3)ccc21,EC50,0.85,nM
3603,CHEMBL3780521,CCCCCn1c(=O)c(C(=O)NC23CC4CC(CC(C4)C2)C3)c(O)c2cc(C(C)C)ccc21,IC50,3.7,nM
3604,CHEMBL3781481,O=C(NCC1CCCCC1)c1c(O)c2ccccc2n(CCCCO)c1=O,Kieq,41.3,nM
3606,CHEMBL456803,CCCCN1C(=O)/C(=N\NC(=O)c2ccccc2)c2ccccc21,Ki,19.3,nM
3607,CHEMBL457185,CCCCCCN1C(=O)/C(=N\NC(=O)c2ccccc2)c2ccccc21,Ki,44.3,nM
3609,CHEMBL254730,CC(C)c1ccc(C(=O)NC2CCCCC2)cc1S(=O)(=O)N1CCCC1,EC50,4.0,nM
3617,CHEMBL3775199,CCCCCn1cc(C(=O)NC2CCCCC2)c(=O)n2nc(-c3ccc(C)cc3)nc12,IC50,79.0,nM
3620,CHEMBL3774721,CCCCCn1cc(C(=O)NC2CCCCCC2)c(=O)n2nc(-c3ccc(C)cc3)nc12,Ki,22.0,nM
3621,CHEMBL3775267,CCCCCn1cc(C(=O)NC23CC4CC(CC(C4)C2)C3)c(=O)n2nc(-c3ccc(Cl)cc3)nc12,Ki,11.3,nM
3624,CHEMBL3774794,CCCCCn1cc(C(=O)NC23CC4CC(CC(C4)C2)C3)c(=O)n2nc(N(C)Cc3ccccc3)nc12,IC50,29.0,nM
3637,CHEMBL4517991,CCCCCn1c(=O)sc2cc(C(=O)C34CC5CC(CC(C5)C3)C4)ccc21,EC50,41.9,nM
3638,CHEMBL4550236,CCS(=O)(=O)Nc1ccc2c(c1)nc(C(C)(C)C)n2CC1CCC(F)(F)CC1,Ki,0.87,nM
3639,CHEMBL2163571,CCC1COc2c(N3CCCC3)ccc3c(=O)c(C(=O)NC45CC6CC(CC(C6)C4)C5)cn1c23,Ki,8.12,nM
3640,CHEMBL2163945,CC1(C)COc2cccc3c(=O)c(C(=O)NC45CC6CC(CC(C6)C4)C5)cn1c23,Ki,56.0,nM
3642,CHEMBL4063822,CC1=CC[C@@H]2[C@@H](C1)c1c(O)cc(C3(C(=O)OCCCCC#N)CCC3)cc1OC2(C)C,Ki,1.8,nM
3643,CHEMBL4074070,CC1=CC[C@@H]2[C@@H](C1)c1c(O)cc(C(C)(C)C(=O)OCCCCBr)cc1OC2(C)C,Ki,0.8,nM
3644,CHEMBL4646867,CCCCCc1cccc(OCCCCCCCCCCC(=O)NC2CC2)c1,EC50,1.28,nM
3646,CHEMBL4646331,CCCCN1C(=O)C(C(=O)NC23CC4CC(CC(O)(C4)C2)C3)=C(O)C2C1C=NN2C,Ki,19.3,nM
3652,CHEMBL4525232,CCCCCCC(C)(C)c1cc(OCCCO)c2c(c1)OC(C)(C)c1cn(CC)nc1-2,Ki,97.4,nM
3660,CHEMBL3581220,CN(C)C1(c2nc(-c3cc(C(C)(C)C)c(O)c(C(C)(C)C)c3)cs2)CCSCC1,Ki,81.7,nM
3664,CHEMBL3780852,CCCCCn1c(=O)c(C(=O)NC23CC4CC(CC(C4)C2)C3)c(O)c2ccc(F)cc21,EC50,17.9,nM
3669,CHEMBL4649122,CCCCCn1c(=O)c(C(=O)NC23CC4CC(CC(C4)C2)C3)c(O)c2nn(C)cc21,Ki,0.18,nM
3671,CHEMBL4760014,Cc1c(F)cc(C(=O)NC2CCCCCC2)c(=O)n1Cc1ccc(F)cc1,EC50,24.44,nM
3675,CHEMBL1800176,CCS(=O)(=O)c1ccc2c(c1)nc(CCC(C)C)n2CC1CC1,EC50,67.0,nM
3678,CHEMBL4559193,CCCCCn1/c(=N/C(=O)c2cccc3ccccc23)sc2ccccc21,Ki,2.0,nM
3693,CHEMBL1800163,CCS(=O)(=O)c1ccc2c(c1)nc(CC(C)(C)C)n2CC1CC1,EC50,2.9,nM
3694,CHEMBL1800166,CC(C)(C)Cc1nc2cc(S(=O)(=O)C(C)(C)CO)ccc2n1CC1CC1,EC50,1.2,nM
3698,CHEMBL4638446,C=CCNC(=O)CCCCCCCCCCOc1cc(CCCCC)cc(OC)c1,Ki,6.8,nM
3703,CHEMBL404650,Cc1ccc(C(=O)N[C@H]2C(C)(C)[C@H]3CC[C@]2(C)C3)cc1S(=O)(=O)N1CCOCC1,EC50,25.0,nM
3708,CHEMBL3958269,O=C(NC1(c2nccs2)COC1)c1cc(OCC2CC2)c(Cl)cn1,EC50,74.6,nM
3709,CHEMBL4644161,CCCCCc1cc(OCCCCCCCCCCC(=O)NC2CC2)cc(OC(C)C)c1,Ki,2.7,nM
3711,CHEMBL491658,CCCCCCC(C)(C)c1cc(O)cc(OCCCCCCCCCCC(=O)NCCO)c1,Ki,30.0,nM
3712,CHEMBL484887,CCCCCCC(C)(C)c1cc(O)cc(OCCCCCCCC(=O)NCC2CC2)c1,Ki,34.0,nM
3714,CHEMBL4639040,C=CCNC(=O)CCCCCCCOc1cc(OC)cc(C(C)(C)CCCCCC)c1,Ki,31.2,nM
3716,CHEMBL1277685,CCCCCCC(C)(C)c1ccc2c(c1)OC(C)(C)[C@@H]1CC=C(CO)C[C@@H]21,Ki,0.032,nM
3721,CHEMBL3696850,CC1(C)CC(n2ncc3c(cnn3CCN3CCOCC3)c2=O)CC(C)(C)C1,IC50,8.5,nM
3729,CHEMBL372866,CC1=CC[C@@H]2[C@@H](C1)c1c(O)cc(CC3C4CC5CC(C4)CC3C5)cc1OC2(C)C,Ki,76.0,nM
3746,CHEMBL371575,Cc1ccc(S(=O)(=O)c2ccc([C@H](C)NS(C)(=O)=O)cc2)c(S(=O)(=O)c2ccccc2F)c1,Ki,0.5,nM
3747,CHEMBL4245472,CC1=CC[C@H]2[C@H](C1)c1c(O)cc(/C(C)=N\OCCCc3ccccc3)cc1OC2(C)C,Ki,2.9,nM
3748,CHEMBL4238224,CC1=CC[C@H]2[C@H](C1)c1c(O)cc(/C(C)=N/OCCCn3ccnc3)cc1OC2(C)C,Ki,3.7,nM
3751,CHEMBL370445,C=C(c1ccc([C@H](C)NS(C)(=O)=O)cc1)c1ccc(OC(F)(F)F)cc1S(=O)(=O)c1ccccc1F,Ki,86.0,nM
3755,CHEMBL387027,C[C@H](NC(=O)C(C)(C)Oc1ccc(Cl)cn1)[C@@H](Cc1ccc(Cl)cc1)c1ccccc1,IC50,100.0,nM
3760,CHEMBL3582019,CCC(CC)(NC(=O)c1ccc(N2CC(F)(F)C2)c(OCC2CC2)n1)C(=O)NCCF,EC50,27.0,nM
3767,CHEMBL393045,CSC(=S)N1CC2(CCCCC2)CS/C1=N\c1ccc(C#N)cc1,Ki,2.3,nM
3768,CHEMBL232928,CSC(=S)N1CC2(CC2)CS/C1=N\c1ccccc1C(C)C,Ki,65.0,nM
3770,CHEMBL3590621,CCCCN1C(=O)/C(=C/NC2CCCC2)C(=O)c2cccc(C)c21,EC50,58.0,nM
3776,CHEMBL3686283,CN1CC[C@H]1COc1ccc(C(F)(F)F)cc1C(=O)/N=c1\sc(C(C)(C)C)cn1C[C@H]1CCCO1,Ki,7.4,nM
3795,CHEMBL3590293,CCCCCN1C(=O)/C(=C/NC2CCCCC2)C(=O)c2cc(OC)cc(C)c21,IC50,93.3,nM
3798,CHEMBL3590637,CCCCN1C(=O)/C(=C/NC(C)(C)CC)C(=O)c2cccc(C)c21,EC50,74.99,nM
3801,CHEMBL4102975,CCCCC(C)(C)c1ccc([C@@H]2C[C@H](O)CC[C@H]2CCCO)c(O)c1,EC50,85.0,nM
3816,CHEMBL2326300,CCN(CC)c1ccc(CN(c2ccc(C)cc2)S(=O)(=O)c2ccc(C(C)C)cc2)cc1,Ki,4.3,nM
3819,CHEMBL2179734,CCCCCC(=O)NC(NC(=O)CCCCC)c1ccc(N(CC)CC)cc1,EC50,13.42,nM
3825,CHEMBL3799936,COc1c(Cc2ccc(F)cc2)cc(-c2ccccc2)cc1C(=O)NC1CCCCCC1,Ki,84.1,nM
3830,CHEMBL4113850,Cc1nc([C@@](C)(CS(C)(=O)=O)NC(=O)c2cc(OCC(F)(F)F)c(C3CC3)cn2)no1,EC50,70.55,nM
3845,CHEMBL2381784,CCCCCn1cc(C(=O)NC2CCCCC2)c(=O)n2nc(-c3ccccc3)cc12,Ki,42.0,nM
3846,CHEMBL3910524,Cc1nc(C(C)(NC(=O)c2cc(O[C@@H](C)C(F)(F)F)c(C3CC3)cn2)C2CC2)no1,EC50,0.25,nM
3848,CHEMBL3939925,CC(C)(C)C(NC(=O)c1cc(OCC(F)(F)F)c(C2CC2)cn1)c1nn[nH]n1,EC50,71.7,nM
3851,CHEMBL3669105,COc1nc(NCCc2ccc(OC(F)F)cc2)nc(-c2cccc(OC)c2C(C)(C)O)n1,IC50,4.0,nM
3852,CHEMBL3669114,COc1nc(NCCc2ccc(F)cc2)nc(-c2ccc(Cl)c(S(=O)(=O)NC3CC3)c2)n1,IC50,4.0,nM
3853,CHEMBL3669061,COc1nc(NCCc2ccc(OC(F)F)cc2)nc(-c2ccc(Cl)c(OCCCNS(C)(=O)=O)c2)n1,IC50,41.0,nM
3854,CHEMBL3669118,COc1nc(NCCc2ccc(OC(F)F)cc2)nc(-c2ccc(Cl)c(OCC(N)=O)c2)n1,IC50,11.0,nM
3856,CHEMBL3937227,Cc1nc(C(C)(CS(C)(=O)=O)NC(=O)c2cc(OCC(F)(F)F)c(C3CCC3)cn2)no1,EC50,15.9,nM
3857,CHEMBL3897056,Cc1nc(C(C)(CS(C)(=O)=O)NC(=O)c2cc(OCC(F)(F)F)c(C3=CCC3)cn2)no1,EC50,19.6,nM
3866,CHEMBL3942402,CC(C)(C)C(NC(=O)c1cc(OCC(F)(F)F)c(C2CC2)cn1)c1noc(N)n1,EC50,4.4,nM
3872,CHEMBL261031,Cn1c(C(C)(C)C)c/c(=N\C(=O)c2cccc(C(F)(F)F)c2Cl)n1CC1CC1,IC50,3.7,nM
3873,CHEMBL401555,CC(C)(C)c1c/c(=N\C(=O)c2cccc(C(F)(F)F)c2)n(CC2CC2)o1,IC50,46.0,nM
3874,CHEMBL410243,CCOCCn1/c(=N/C(=O)c2cccc(C(F)(F)F)c2F)cc(C(C)(C)C)n1C,EC50,1.1,nM
3887,CHEMBL582810,CC1(C)C(C(=O)c2cn(CCc3ccccn3)c3ccccc23)C1(C)C,Ki,69.18,nM
3904,CHEMBL261347,CC(C)(C)c1nc2cc(S(=O)(=O)c3ccnc(F)c3)ccc2n1CC1CCOCC1,EC50,0.8,nM
3905,CHEMBL257817,CC(C)(C)c1nc2cc(S(=O)(=O)CC3CC3)ccc2n1CC1CCOCC1,EC50,1.3,nM
3955,CHEMBL492373,Clc1ccc(Nc2ccc(CN3CCO[C@@H](c4ccccc4)C3)cn2)c(Cl)c1,EC50,10.0,nM
3970,CHEMBL1800654,CC(C)S(=O)(=O)c1ccc2c(c1)nc(CC(C)(C)C)n2CC1CC1,EC50,3.2,nM
3971,CHEMBL1800165,CC(C)(C)Cc1nc2cc(S(=O)(=O)CC(C)(C)O)ccc2n1CC1CC1,EC50,3.1,nM
3974,CHEMBL1800751,CC(C)(C)c1ccc2oc(N3CCCN(C(=O)C4CCOCC4)CC3)nc2c1,EC50,1.0,nM
3975,CHEMBL1800753,CC(C)(C)c1ccc2oc(N3CCCN(C(=O)N4CCS(=O)(=O)CC4)CC3)nc2c1,EC50,6.0,nM
3980,CHEMBL468176,Fc1ccc(-c2noc(C3CCN(c4cnc5ccc(Cl)cc5c4)CC3)n2)c(Cl)c1,EC50,11.0,nM
3990,CHEMBL3921745,CC(C)(C)C(NC(=O)c1cc(OCC(F)(F)F)c(C2CC2)cn1)C(N)=O,EC50,15.1,nM
3991,CHEMBL67006,COc1cccc2c(C(=O)N(Cc3c(F)cccc3Cl)C(C)C)nn(CCN3CCOCC3)c12,Ki,69.0,nM
3993,CHEMBL1215898,CCCCCn1cc(C(=O)NC23CC4CC(CC(C4)C2)C3)c(=O)c2cc(-c3cc(C)c(OC)c(C)c3)ccc21,Ki,21.5,nM
3995,CHEMBL1215978,C#CCn1cc(C(=O)NC23CC4CC(CC(C4)C2)C3)c(=O)c2cc(Br)ccc21,Ki,49.8,nM
3998,CHEMBL1668516,CC1=CC[C@@H]2[C@@H](C1)c1c(OC(=O)CCCN3CCOCC3)cc(C(C)(C)CCCCC#N)cc1OC2(C)C,Ki,8.0,nM
4000,CHEMBL1668518,CCCCCn1cc(C(=O)NC23CC4CC(CC(C4)C2)C3)c(=O)c2cccc(C)c21,Ki,4.9,nM
4003,CHEMBL1668395,CCCCCn1c(C)c(C(=O)c2ccc(CCCC)c3ccc(C)cc23)c2ccccc21,Ki,6.5,nM
4004,CHEMBL1668509,COc1ccc(OC)c2c(=O)c(C(=O)NC34CC5CC(CC(C5)C3)C4)c[nH]c12,Ki,52.6,nM
4005,CHEMBL511150,Cc1ccc(NC(=O)C(C)(C(F)(F)F)C(F)(F)F)cc1S(=O)(=O)N1CCOCC1,Ki,23.0,nM
4008,CHEMBL3943239,Cc1nc(C(C)(CS(C)(=O)=O)NC(=O)c2cc(OC(C)CF)c(C3CC3)cn2)no1,EC50,42.2,nM
4013,CHEMBL427843,CCCCCCC(C)(C)c1ccc(-c2cccc(OC)c2OC)c(O)c1,Ki,7.8,nM
4014,CHEMBL234678,CCCCCCC(C)(C)c1ccc(-c2ccccc2OC)c(O)c1,Ki,1.0,nM
4015,CHEMBL198062,COc1ccc(S(=O)(=O)c2cc(OC)ccc2S(=O)(=O)c2ccc([C@@H](C)NS(C)(=O)=O)cc2)cc1,Ki,30.0,nM
4016,CHEMBL199139,C[C@H](NS(C)(=O)=O)c1ccc(S(=O)(=O)c2ccccc2S(=O)(=O)c2ccccc2F)cc1,Ki,9.0,nM
4017,CHEMBL196518,C[C@H](NS(C)(=O)=O)c1ccc(S(=O)(=O)c2ccc(C(F)(F)F)cc2S(=O)(=O)c2ccc(Cl)cc2)cc1,Ki,8.0,nM
4021,CHEMBL4747163,O=C1/C(=C/c2cn(Cc3ccc(F)cc3)c3ncccc23)N2CCC1CC2,Ki,23.7,nM
4034,CHEMBL2205596,O=C(Nc1sc2c(c1C(=O)N1CCC(F)(F)CC1)CCOC2)c1c(F)cccc1C(F)(F)F,EC50,3.6,nM
4038,CHEMBL4799912,CCCCCn1nc(C(=O)NC2CCCCC2)cc1C(C)(C)C,EC50,46.0,nM
4044,CHEMBL310431,COc1cccc2c(C(=O)NC3CC(C)(C)CCC3(C)C)cn(CCN3CCOCC3)c12,Ki,22.0,nM
4046,CHEMBL526345,O=C(CCc1nc(-c2ccc(F)cc2Cl)no1)Nc1cnc2ccc(Cl)cc2c1,EC50,0.5,nM
4048,CHEMBL418916,COc1cccc2c(C(=O)NC3CC(C)(C)CCC3(C)C)c(C)n(CCN3CCOCC3)c12,Ki,38.0,nM
4051,CHEMBL248014,COCCn1c(C)c(C(C)(C)C)s/c1=N\C(=O)c1cccc(C(F)(F)F)c1,EC50,5.6,nM
4053,CHEMBL80439,COc1cccc2c(C(=O)N[C@H]3C4(C)CCC(C4)C3(C)C)c(C)n(CCN3CCOCC3)c12,Ki,30.0,nM
4054,CHEMBL1762293,CC(C)(C)c1cc(NC(=O)N2CCCN(C(=O)C3CCOCC3)CC2)no1,EC50,67.0,nM
4062,CHEMBL3956121,CNC(=O)[C@H](CC(C)C)NC(=O)c1cccc(-c2ccccc2)n1,EC50,57.8,nM
4063,CHEMBL4113090,CNC(=O)[C@@H](NC(=O)c1ccc(N2CC(F)(F)C2)c(OCC2CCCO2)n1)C(C)(C)C,EC50,25.0,nM
4064,CHEMBL3892366,O=C(N[C@@H](c1cccnc1)C(F)(F)F)c1ccc(C2CC2)c(OCC2CC2)n1,EC50,41.1,nM
4065,CHEMBL3924535,Cc1nc(C(NC(=O)c2ccc(C3CC3)c(OCC3CCOCC3)n2)C2CC2)no1,EC50,10.8,nM
4066,CHEMBL3956670,CN(C)C(=O)[C@@H](NC(=O)c1ccc(C2CC2)c(OCC2CC2)n1)c1ccccc1,EC50,19.9,nM
4067,CHEMBL3984450,CNC(=O)[C@H](CC(C)(C)C)NC(=O)c1ccc(N2CCC23COC3)c(OCC2CC2)n1,EC50,8.3,nM
4068,CHEMBL4108129,Cc1nc([C@@H](CC(C)C)NC(=O)c2ccc(C3CC3)c(OCC3CC3)n2)no1,EC50,22.1,nM
4069,CHEMBL3946389,CC(C)CC(C)(CO)NC(=O)c1ccc(C2CC(F)(F)C2)c(OCC2CC2)n1,EC50,5.4,nM
4070,CHEMBL4113461,Cc1nc([C@](C)(NC(=O)c2ccc(C3CC3)c(OCC3CC3)n2)C2CC2)no1,EC50,4.1,nM
4071,CHEMBL3942960,NC(=O)[C@H](CC1CC1)NC(=O)c1ccc(C2CC2)c(Cc2ccc(F)cc2)n1,EC50,0.2,nM
4074,CHEMBL1223589,CCCCC1=NN(C(=O)NC(C)(C)c2ccccc2)CC1c1ccccc1,Ki,35.6,nM
4075,CHEMBL4108840,CC(C)(C)[C@H](NC(=O)c1ccc(N2CC(F)(F)C2)c(OCC2CC2)n1)C(=O)N1CC(F)(F)C1,EC50,14.7,nM
4077,CHEMBL3896458,CC(C)(NC(=O)c1ccc(N2CC(F)(F)C2)c(OCC2CC2)n1)c1nccs1,EC50,6.0,nM
4078,CHEMBL3949123,CC(C)(NC(=O)c1ccc(C2CC2)c(-c2cccc(Cl)c2)n1)c1ncco1,EC50,83.9,nM
4080,CHEMBL2205589,COC1CN(C(=O)c2c(NC(=O)c3ccccc3OC(F)(F)F)sc3c2CCOC3)C1,EC50,38.0,nM
4081,CHEMBL2205587,COCC(C)(C)NC(=O)c1c(NC(=O)c2c(F)cccc2C(F)(F)F)sc2c1CCOC2,EC50,74.0,nM
4086,CHEMBL569301,CSCCCCn1cc(C(=O)C2C(C)(C)C2(C)C)c2ccccc21,EC50,22.0,nM
4087,CHEMBL574052,Cc1c(C(=O)NC2CCCCCC2)nn(-c2ccc(Cl)cc2Cl)c1-n1c(C)ccc1C,Ki,80.0,nM
4106,CHEMBL1223649,CCCCCC1=NN(C(=O)NC2CCCc3ccccc32)CC1c1ccccc1,Ki,22.5,nM
4113,CHEMBL595035,CCCC(C)(C)C(=O)Nc1cc(C)c(C)c(S(=O)(=O)N2CCOCC2)c1,Ki,9.7,nM
4115,CHEMBL89700,C=CCc1ccc(O)c(-c2ccc(OC)c(CC=C)c2)c1,Ki,44.0,nM
4116,CHEMBL577686,Cc1ccc(NC(=O)C2CCCCC2C)cc1CN1CCOCC1,Ki,70.0,nM
4117,CHEMBL4437411,COC(=O)c1c(NC(=O)NC23CC4CC(CC(C4)C2)C3)sc2c1CCCC2,Ki,20.97,nM
4121,CHEMBL3353429,CC1CCC(NC(=O)c2cc3cccnc3n(CCCCCCO)c2=O)CC1,Ki,18.0,nM
4129,CHEMBL4846991,CCCCc1cc2c(O)cc(C3(CCCC)CCCC3)cc2oc1=O,EC50,18.0,nM
4130,CHEMBL1320425,Cc1nc(N2CCN(C)CC2)c2cc(-c3ccccc3)sc2n1,EC50,44.4,nM
4134,CHEMBL569994,CC1(C)C(C(=O)c2cn(CC3CCOC3)c3ccccc23)C1(C)C,Ki,0.14,nM
